alpha,beta,gamma,objective_total_cost,obj_investment,obj_V_index,obj_Power_loss,pv_bus_1,pv_bus_2,pv_bus_3,pv_bus_4,pv_bus_5,pv_bus_6,pv_bus_7,pv_bus_8,pv_bus_9,pv_bus_10,pv_bus_11,pv_bus_12,pv_bus_13,pv_bus_14,pv_bus_15,pv_bus_16,pv_bus_17,pv_bus_18
0.05,30000.0,129999.99999999999,-250351.8965543646,373631.1567772603,8.96778103508794,-1.7954299080411937e-7,2626.1722034658706,10000.00008682343,10000.000095360541,10000.000096840116,10000.000098184635,10000.000098154942,10000.000097926937,10000.000098179265,10000.000087027795,10000.000074407273,10000.000066618666,3593.976380065475,10000.000071768896,5292.102839990469,10000.00005400326,3846.3303311240447,15.022566706593734,0.0021813446886182826
0.05,35000.0,120000.0,-295629.52246564114,374742.11363563134,8.981903045781586,-1.795422326981457e-7,2649.6258415015973,10000.000089221265,10000.000096219122,10000.000097428023,10000.000098522281,10000.000098499602,10000.000098317296,10000.00009852285,10000.0000895654,10000.000079874944,10000.000074579772,3749.199826015803,10000.000077799417,5423.128199781312,10000.000063341822,3939.389127324679,5.106362838389764,9.67770949836545
0.05,40000.0,109999.99999999999,-340021.1511981425,375894.9545296307,8.970396979377226,-1.7954122666950766e-7,2705.1591779285186,10000.000091119427,10000.000096900456,10000.000097893642,10000.000098789396,10000.000098771747,10000.000098624496,10000.000098792932,10000.000091516424,10000.000083903496,10000.000080118622,3912.5830295210703,10000.000082251307,5552.372420328859,10000.000070415907,4023.707889602945,0.00026098962362954806,0.00023746977855397994
0.05,45000.0,99999.99999999999,-385503.1212588722,377090.16862120526,8.98572470524301,-1.7953995829816464e-7,2749.653971160581,10000.000092665685,10000.000097454506,10000.00009827143,10000.0000990059,10000.000098991995,10000.000098872459,10000.000099010756,10000.000093068837,10000.000087002109,10000.000084204303,4085.2226141191336,10000.00008567979,5678.498759592689,10000.000075967228,4098.712194746355,5.10667604885828,9.677362979880387
0.05,50000.0,89999.99999999999,-429770.3936091887,378121.01253758185,8.97352856155234,-1.7953832365121458e-7,2842.581661496782,10000.000093922237,10000.00009790672,10000.000098580093,10000.000099183395,10000.000099172361,10000.000099075001,10000.000099188737,10000.000094309262,10000.00008942291,10000.00008741622,4141.035746431063,10000.000088478886,5818.167192033534,10000.000080668668,4183.556525544275,15.023507195948335,0.0011014166269539835
0.05,55000.00000000001,79999.99999999999,-474552.8102637957,379149.3603434789,8.972913889418393,-1.7953700707641659e-7,2957.246429871449,10000.000094988112,10000.000098287856,10000.000098839653,10000.00009933255,10000.000099323783,10000.000099244755,10000.00009933782,10000.000095344538,10000.000091409021,10000.000089952486,4193.032892764394,10000.000090731213,5958.709894598727,10000.000084454206,4262.2064699638,0.0001990133335179627,1.7596187302946964
0.05,60000.0,70000.0,-519477.35004346055,380308.1273404865,8.974879064053434,-1.7953257281463233e-7,3053.965186509482,10000.000095921816,10000.000098616683,10000.0000990626,10000.000099460247,10000.000099453306,10000.000099389792,10000.000099465067,10000.000096237183,10000.000093093282,10000.000091991373,4333.6335518400365,10000.000092560367,6084.761878608045,10000.000087486835,4320.437652325482,0.0001794270109241674,0.00015959722377110411
0.05,65000.0,59999.999999999985,-564452.4068137901,381465.1519078377,8.97731774830699,-1.7948710599908485e-7,3147.4517495852706,10000.000096460613,10000.00009880811,10000.000099192175,10000.000099534287,10000.000099528392,10000.000099473862,10000.000099538844,10000.000096753418,10000.000094062416,10000.000093163368,4476.607563374175,10000.0000936162,6206.84319778108,10000.00008924102,4371.034175599267,10.072913273771084,0.000801824490381064
0.05,70000.0,50000.0,-608147.1968103095,382611.476716837,8.961110881142892,-1.79322955186817e-7,3257.110192893249,10000.000096421543,10000.000098803897,10000.000099188956,10000.000099531771,10000.000099525903,10000.000099471288,10000.000099536679,10000.00009673457,10000.000094041321,10000.000093179071,4621.999442139908,10000.000093607283,6324.098369151459,10000.000089211642,4414.063756980652,10.073005083516048,0.0007110324246314255
0.05,75000.0,39999.99999999999,-655476.4281773624,383743.9247114446,8.99551489676146,-1.7889561173054406e-7,3368.734598460884,10000.00009638638,10000.00009880142,10000.000099186682,10000.000099529701,10000.00009952384,10000.000099469133,10000.0000995349,10000.000096717726,10000.000094016923,10000.000093184783,4769.67423259862,10000.000093596904,6435.146480419116,10000.000089186236,4449.240918745622,6.2486004927637655,8.607891106554407
