alpha,beta,gamma,objective_total_cost,obj_investment,obj_V_index,obj_Power_loss,pv_bus_1,pv_bus_2,pv_bus_3,pv_bus_4,pv_bus_5,pv_bus_6,pv_bus_7,pv_bus_8,pv_bus_9,pv_bus_10,pv_bus_11,pv_bus_12,pv_bus_13,pv_bus_14,pv_bus_15,pv_bus_16,pv_bus_17,pv_bus_18
0.0,0.0,200000.0,473978.8612983079,187626.3847560723,8.654871851086412,2.3698943064915357,1855.0960274183744,2085.0572131835925,2808.8244310857335,4526.227266641997,9959.159503870083,8058.95999943122,4034.5446730302187,7369.661292748312,2157.7208326705604,2429.347685156249,2497.6571962671837,2211.415916860972,3931.9967533544027,3475.2378287121755,5293.1561031128385,3172.9206326889807,1098.7703924653351,1014.8204382844835
0.0,2500.0,195000.0,390006.85104049684,195912.13462157294,9.006240425288302,2.115499754378034,1616.930230417315,2053.7771216974,3644.781367605132,5719.812287204127,9994.434701135144,9245.92219266199,6546.801490134764,6770.263871910722,2199.0278126120647,2569.3727347447007,2411.3101922423034,2039.2511110536698,3636.9386016482854,3534.172149139098,4265.359656787133,3444.4015057099996,654.234331146664,635.8661137338933
0.0,5000.0,190000.0,14615.69865293822,306024.94686804805,8.96409065540161,0.3128218522628749,4639.234211767625,4946.05901137825,5953.177950619575,7210.642301098126,9999.999513177008,9747.849255709949,7842.925857979937,9245.611106418255,4877.587080400074,5200.776908580255,5241.665960410848,4898.161209370108,6001.221198504674,5821.939751430745,6235.104599415362,5865.451641714704,3675.7038667620463,3475.492512961031
0.0,7500.0,185000.0,-68834.68134949448,496251.83635316405,9.177953084395757,-1.7954876288042036e-7,10000.000038224221,10000.000095176869,10000.000098622319,10000.000099018367,10000.000099387207,10000.000099379758,10000.000099309735,10000.000099392933,10000.00009617377,10000.000093338263,10000.000093403276,10000.000074875603,10000.000094329182,10000.000090469854,10000.000088116642,9999.99959928691,9900.712825599325,9900.676198926256
0.0,10000.0,180000.0,-25301.766773139876,302262.69579519815,8.945359353935636,0.35639903759008973,4503.286512893894,5047.71003304348,5871.928196642835,7522.527526712734,9999.999624185275,8684.593188701672,6492.41512494867,8281.765991097338,5237.249517841173,5546.397134932246,5331.841164973348,4933.54694673597,6487.071499638309,6060.289980722126,6652.570927361672,5565.066191629886,3892.9601300082736,3404.2497989449203
0.0,12500.0,175000.0,-114272.06249460827,493007.11152600695,9.141766688461963,1.2063523529331748e-7,9938.74024910378,9946.321610274803,9955.713139075548,9958.496457830108,9962.845814106786,9963.267129300059,9960.87212949303,9965.040972877263,9951.931253093655,9949.620514696471,9946.800449790253,9941.671357012883,9944.355513145054,9942.063871057497,9944.267922823765,9946.484398235409,9912.454392730617,9494.817871007706
0.0,15000.0,170000.0,216386.63452155673,200178.89740371675,8.897590820297912,2.0579440989766202,2685.26759584383,2906.8978436400985,3738.0393716215813,4899.915289201887,8607.582578355414,6861.731396106422,4752.3106261474695,6239.855504153901,2891.7088239717477,3194.8689080803365,3126.9867295634417,2801.6837353665264,4048.3986751616394,3801.8723344292594,4486.071258922987,3778.6121333153196,1878.770306224814,1828.0129057327424
0.0,17500.0,165000.0,-160480.938956861,427501.77052381256,9.17034049892614,1.1984452717719961e-7,3533.2649037792507,8170.254386798374,9999.999718823516,9999.999831831772,9999.99993574442,9999.999935180043,9999.999922468489,9999.999942679216,9697.25292253044,9519.081750449073,9463.964906001811,8237.135367136085,9999.998940539523,9117.351385824435,9999.998498114863,7766.764749105706,6333.163180383512,3053.715564570517
0.0,20000.0,160000.0,-183536.81739642582,495589.08112403715,9.176839431132725,-1.7983607632438348e-7,9561.259764327318,10000.000099325764,10000.000099829695,10000.000099880162,10000.00009992602,10000.000099925113,10000.000099916464,10000.000099926696,10000.000099484601,10000.000099064759,10000.000099144861,10000.000097044083,10000.000099284034,10000.000098693927,10000.000098551136,9999.999928152469,10000.000097185391,10000.00009716257
0.0,22500.0,155000.0,-191797.61720083383,337874.88864924066,9.082933952255429,0.08108643048331093,92.81757585671602,8950.046774745595,9999.999016721638,9999.999067735762,9999.999162013346,9999.999152154613,9999.999117515854,9999.999141179012,3969.2409819570316,6331.101166476905,4728.457792346452,3711.3203387292606,8688.212989978056,6294.504829173021,9959.802988857957,3629.3664328176087,247.50926523227653,5816.062122900405
